Begin: 50, Num: 19, Intermediate: 69, Count: 0, Result: 69
Begin: 0, Num: -37, Intermediate: -37, Count: 1089, Result: 63
Begin: 63, Num: 359, Intermediate: 422, Count: 1093, Result: 22
Begin: 22, Num: -5, Intermediate: 17, Count: 1093, Result: 17
Begin: 17, Num: -17, Intermediate: 0, Count: 1093, Result: 0
Begin: 0, Num: 92, Intermediate: 92, Count: 1093, Result: 92
Begin: 92, Num: -957, Intermediate: -865, Count: 1102, Result: 35
Begin: 35, Num: 62, Intermediate: 97, Count: 1102, Result: 97
Begin: 97, Num: -8, Intermediate: 89, Count: 1102, Result: 89
Begin: 89, Num: 11, Intermediate: 100, Count: 1103, Result: 0
Begin: 0, Num: -78, Intermediate: -78, Count: 1103, Result: 22
Begin: 22, Num: 11, Intermediate: 33, Count: 1103, Result: 33
Begin: 33, Num: -457, Intermediate: -424, Count: 1108, Result: 76
Begin: 76, Num: 57, Intermediate: 133, Count: 1109, Result: 33
Begin: 33, Num: 72, Intermediate: 105, Count: 1110, Result: 5
Begin: 5, Num: -5, Intermediate: 0, Count: 1110, Result: 0
Begin: 0, Num: -52, Intermediate: -52, Count: 1110, Result: 48
Begin: 48, Num: 51, Intermediate: 99, Count: 1110, Result: 99
Begin: 99, Num: -14, Intermediate: 85, Count: 1110, Result: 85
Begin: 85, Num: -48, Intermediate: 37, Count: 1110, Result: 37
Begin: 37, Num: 460, Intermediate: 497, Count: 1114, Result: 97
Begin: 97, Num: -617, Intermediate: -520, Count: 1120, Result: 80
Begin: 80, Num: -80, Intermediate: 0, Count: 1120, Result: 0
Begin: 0, Num: -154, Intermediate: -154, Count: 1121, Result: 46
Begin: 46, Num: 68, Intermediate: 114, Count: 1122, Result: 14
Begin: 14, Num: -57, Intermediate: -43, Count: 1123, Result: 57
Begin: 57, Num: -357, Intermediate: -300, Count: 1127, Result: 0
Begin: 0, Num: 32, Intermediate: 32, Count: 1127, Result: 32
Begin: 32, Num: -32, Intermediate: 0, Count: 1127, Result: 0
Begin: 0, Num: -52, Intermediate: -52, Count: 1127, Result: 48
Begin: 48, Num: -48, Intermediate: 0, Count: 1127, Result: 0
Begin: 0, Num: -467, Intermediate: -467, Count: 1131, Result: 33
Begin: 33, Num: 12, Intermediate: 45, Count: 1131, Result: 45
Begin: 45, Num: 855, Intermediate: 900, Count: 1140, Result: 0
Begin: 0, Num: 51, Intermediate: 51, Count: 1140, Result: 51
Begin: 51, Num: 49, Intermediate: 100, Count: 1141, Result: 0
Begin: 0, Num: -90, Intermediate: -90, Count: 1141, Result: 10
Begin: 10, Num: 90, Intermediate: 100, Count: 1142, Result: 0
Begin: 0, Num: -73, Intermediate: -73, Count: 1142, Result: 27
Begin: 27, Num: 40, Intermediate: 67, Count: 1142, Result: 67
Begin: 67, Num: 91, Intermediate: 158, Count: 1143, Result: 58
Begin: 58, Num: 32, Intermediate: 90, Count: 1143, Result: 90
Begin: 90, Num: 10, Intermediate: 100, Count: 1144, Result: 0
Begin: 0, Num: -88, Intermediate: -88, Count: 1144, Result: 12
Begin: 12, Num: -46, Intermediate: -34, Count: 1145, Result: 66
Begin: 66, Num: 851, Intermediate: 917, Count: 1154, Result: 17
Begin: 17, Num: 683, Intermediate: 700, Count: 1161, Result: 0
Begin: 0, Num: 7, Intermediate: 7, Count: 1161, Result: 7
Begin: 7, Num: 649, Intermediate: 656, Count: 1167, Result: 56
Begin: 56, Num: 313, Intermediate: 369, Count: 1170, Result: 69
Begin: 69, Num: -544, Intermediate: -475, Count: 1175, Result: 25
Begin: 25, Num: 75, Intermediate: 100, Count: 1176, Result: 0
Begin: 0, Num: -92, Intermediate: -92, Count: 1176, Result: 8
Begin: 8, Num: -9, Intermediate: -1, Count: 1177, Result: 99
Begin: 99, Num: 198, Intermediate: 297, Count: 1179, Result: 97
Begin: 97, Num: -97, Intermediate: 0, Count: 1179, Result: 0
Begin: 0, Num: -61, Intermediate: -61, Count: 1179, Result: 39
Begin: 39, Num: 61, Intermediate: 100, Count: 1180, Result: 0
Begin: 0, Num: 53, Intermediate: 53, Count: 1180, Result: 53
Begin: 53, Num: 68, Intermediate: 121, Count: 1181, Result: 21
Begin: 21, Num: 65, Intermediate: 86, Count: 1181, Result: 86
Begin: 86, Num: -685, Intermediate: -599, Count: 1187, Result: 1
Begin: 1, Num: 99, Intermediate: 100, Count: 1188, Result: 0
Begin: 0, Num: 55, Intermediate: 55, Count: 1188, Result: 55
Begin: 55, Num: 12, Intermediate: 67, Count: 1188, Result: 67
Begin: 67, Num: -51, Intermediate: 16, Count: 1188, Result: 16
Begin: 16, Num: 89, Intermediate: 105, Count: 1189, Result: 5
Begin: 5, Num: -5, Intermediate: 0, Count: 1189, Result: 0
Begin: 0, Num: -35, Intermediate: -35, Count: 1189, Result: 65
Begin: 65, Num: -64, Intermediate: 1, Count: 1189, Result: 1
Begin: 1, Num: -98, Intermediate: -97, Count: 1190, Result: 3
Begin: 3, Num: 97, Intermediate: 100, Count: 1191, Result: 0
Begin: 0, Num: 453, Intermediate: 453, Count: 1195, Result: 53
Begin: 53, Num: -53, Intermediate: 0, Count: 1195, Result: 0
Begin: 0, Num: 37, Intermediate: 37, Count: 1195, Result: 37
Begin: 37, Num: 40, Intermediate: 77, Count: 1195, Result: 77
Begin: 77, Num: 5, Intermediate: 82, Count: 1195, Result: 82
Begin: 82, Num: 54, Intermediate: 136, Count: 1196, Result: 36
Begin: 36, Num: 42, Intermediate: 78, Count: 1196, Result: 78
Begin: 78, Num: 45, Intermediate: 123, Count: 1197, Result: 23
Begin: 23, Num: -3, Intermediate: 20, Count: 1197, Result: 20
Begin: 20, Num: -12, Intermediate: 8, Count: 1197, Result: 8
Begin: 8, Num: -83, Intermediate: -75, Count: 1198, Result: 25
Begin: 25, Num: -181, Intermediate: -156, Count: 1200, Result: 44
Begin: 44, Num: -44, Intermediate: 0, Count: 1200, Result: 0
Begin: 0, Num: 4, Intermediate: 4, Count: 1200, Result: 4
Begin: 4, Num: -62, Intermediate: -58, Count: 1201, Result: 42
Begin: 42, Num: 7, Intermediate: 49, Count: 1201, Result: 49
Begin: 49, Num: -49, Intermediate: 0, Count: 1201, Result: 0
Begin: 0, Num: -46, Intermediate: -46, Count: 1201, Result: 54
Begin: 54, Num: -36, Intermediate: 18, Count: 1201, Result: 18
Begin: 18, Num: 72, Intermediate: 90, Count: 1201, Result: 90
Begin: 90, Num: -90, Intermediate: 0, Count: 1201, Result: 0
Begin: 0, Num: -98, Intermediate: -98, Count: 1201, Result: 2
Begin: 2, Num: -2, Intermediate: 0, Count: 1201, Result: 0
Begin: 0, Num: 73, Intermediate: 73, Count: 1201, Result: 73
Begin: 73, Num: 79, Intermediate: 152, Count: 1202, Result: 52
Begin: 52, Num: 548, Intermediate: 600, Count: 1208, Result: 0
Begin: 0, Num: 696, Intermediate: 696, Count: 1214, Result: 96
Begin: 96, Num: 4, Intermediate: 100, Count: 1215, Result: 0
Begin: 0, Num: -347, Intermediate: -347, Count: 1218, Result: 53
Begin: 53, Num: 47, Intermediate: 100, Count: 1219, Result: 0
Begin: 0, Num: -89, Intermediate: -89, Count: 1219, Result: 11
Begin: 11, Num: -11, Intermediate: 0, Count: 1219, Result: 0
Begin: 0, Num: -572, Intermediate: -572, Count: 1224, Result: 28
Begin: 28, Num: -22, Intermediate: 6, Count: 1224, Result: 6
Begin: 6, Num: 94, Intermediate: 100, Count: 1225, Result: 0
Begin: 0, Num: -885, Intermediate: -885, Count: 1233, Result: 15
Begin: 15, Num: -15, Intermediate: 0, Count: 1233, Result: 0
Begin: 0, Num: -62, Intermediate: -62, Count: 1233, Result: 38
Begin: 38, Num: -76, Intermediate: -38, Count: 1234, Result: 62
Begin: 62, Num: 70, Intermediate: 132, Count: 1235, Result: 32
Begin: 32, Num: -830, Intermediate: -798, Count: 1243, Result: 2
Begin: 2, Num: -61, Intermediate: -59, Count: 1244, Result: 41
Begin: 41, Num: -41, Intermediate: 0, Count: 1244, Result: 0
Begin: 0, Num: 24, Intermediate: 24, Count: 1244, Result: 24
Begin: 24, Num: -93, Intermediate: -69, Count: 1245, Result: 31
Begin: 31, Num: -31, Intermediate: 0, Count: 1245, Result: 0
Begin: 0, Num: 63, Intermediate: 63, Count: 1245, Result: 63
Begin: 63, Num: 51, Intermediate: 114, Count: 1246, Result: 14
Begin: 14, Num: 821, Intermediate: 835, Count: 1254, Result: 35
Begin: 35, Num: -24, Intermediate: 11, Count: 1254, Result: 11
Begin: 11, Num: -47, Intermediate: -36, Count: 1255, Result: 64
Begin: 64, Num: 41, Intermediate: 105, Count: 1256, Result: 5
Begin: 5, Num: 42, Intermediate: 47, Count: 1256, Result: 47
Begin: 47, Num: -970, Intermediate: -923, Count: 1266, Result: 77
Begin: 77, Num: -77, Intermediate: 0, Count: 1266, Result: 0
Begin: 0, Num: 32, Intermediate: 32, Count: 1266, Result: 32
Begin: 32, Num: 68, Intermediate: 100, Count: 1267, Result: 0
Begin: 0, Num: 49, Intermediate: 49, Count: 1267, Result: 49
Begin: 49, Num: 251, Intermediate: 300, Count: 1270, Result: 0
Begin: 0, Num: -49, Intermediate: -49, Count: 1270, Result: 51
Begin: 51, Num: 49, Intermediate: 100, Count: 1271, Result: 0
Begin: 0, Num: -63, Intermediate: -63, Count: 1271, Result: 37
Begin: 37, Num: -37, Intermediate: 0, Count: 1271, Result: 0
Begin: 0, Num: -43, Intermediate: -43, Count: 1271, Result: 57
Begin: 57, Num: -36, Intermediate: 21, Count: 1271, Result: 21
Begin: 21, Num: 51, Intermediate: 72, Count: 1271, Result: 72
Begin: 72, Num: -58, Intermediate: 14, Count: 1271, Result: 14
Begin: 14, Num: 86, Intermediate: 100, Count: 1272, Result: 0
Begin: 0, Num: -549, Intermediate: -549, Count: 1277, Result: 51
Begin: 51, Num: -9, Intermediate: 42, Count: 1277, Result: 42
Begin: 42, Num: 36, Intermediate: 78, Count: 1277, Result: 78
Begin: 78, Num: -996, Intermediate: -918, Count: 1287, Result: 82
Begin: 82, Num: 56, Intermediate: 138, Count: 1288, Result: 38
Begin: 38, Num: -28, Intermediate: 10, Count: 1288, Result: 10
Begin: 10, Num: 76, Intermediate: 86, Count: 1288, Result: 86
Begin: 86, Num: -38, Intermediate: 48, Count: 1288, Result: 48
Begin: 48, Num: 22, Intermediate: 70, Count: 1288, Result: 70
Begin: 70, Num: -12, Intermediate: 58, Count: 1288, Result: 58
Begin: 58, Num: 974, Intermediate: 1032, Count: 1298, Result: 32
Begin: 32, Num: 68, Intermediate: 100, Count: 1299, Result: 0
Begin: 0, Num: 22, Intermediate: 22, Count: 1299, Result: 22
Begin: 22, Num: 2, Intermediate: 24, Count: 1299, Result: 24
Begin: 24, Num: 7, Intermediate: 31, Count: 1299, Result: 31
Begin: 31, Num: -731, Intermediate: -700, Count: 1307, Result: 0
Begin: 0, Num: 660, Intermediate: 660, Count: 1313, Result: 60
Begin: 60, Num: -132, Intermediate: -72, Count: 1314, Result: 28
Begin: 28, Num: -46, Intermediate: -18, Count: 1315, Result: 82
Begin: 82, Num: -24, Intermediate: 58, Count: 1315, Result: 58
Begin: 58, Num: 88, Intermediate: 146, Count: 1316, Result: 46
Begin: 46, Num: 13, Intermediate: 59, Count: 1316, Result: 59
Begin: 59, Num: -59, Intermediate: 0, Count: 1316, Result: 0
Begin: 0, Num: 66, Intermediate: 66, Count: 1316, Result: 66
Begin: 66, Num: -55, Intermediate: 11, Count: 1316, Result: 11
Begin: 11, Num: 364, Intermediate: 375, Count: 1319, Result: 75
Begin: 75, Num: -75, Intermediate: 0, Count: 1319, Result: 0
Begin: 0, Num: -806, Intermediate: -806, Count: 1327, Result: 94
Begin: 94, Num: 6, Intermediate: 100, Count: 1328, Result: 0
Begin: 0, Num: 98, Intermediate: 98, Count: 1328, Result: 98
Begin: 98, Num: 65, Intermediate: 163, Count: 1329, Result: 63
Begin: 63, Num: 28, Intermediate: 91, Count: 1329, Result: 91
Begin: 91, Num: -39, Intermediate: 52, Count: 1329, Result: 52
Begin: 52, Num: 468, Intermediate: 520, Count: 1334, Result: 20
Begin: 20, Num: -58, Intermediate: -38, Count: 1335, Result: 62
Begin: 62, Num: 328, Intermediate: 390, Count: 1338, Result: 90
Begin: 90, Num: 610, Intermediate: 700, Count: 1345, Result: 0
Begin: 0, Num: -8, Intermediate: -8, Count: 1345, Result: 92
Begin: 92, Num: 181, Intermediate: 273, Count: 1347, Result: 73
Begin: 73, Num: -51, Intermediate: 22, Count: 1347, Result: 22
Begin: 22, Num: -39, Intermediate: -17, Count: 1348, Result: 83
Begin: 83, Num: -7, Intermediate: 76, Count: 1348, Result: 76
Begin: 76, Num: 44, Intermediate: 120, Count: 1349, Result: 20
Begin: 20, Num: -67, Intermediate: -47, Count: 1350, Result: 53
Begin: 53, Num: 9, Intermediate: 62, Count: 1350, Result: 62
Begin: 62, Num: -62, Intermediate: 0, Count: 1350, Result: 0
Begin: 0, Num: 427, Intermediate: 427, Count: 1354, Result: 27
Begin: 27, Num: -81, Intermediate: -54, Count: 1355, Result: 46
Begin: 46, Num: -88, Intermediate: -42, Count: 1356, Result: 58
Begin: 58, Num: -25, Intermediate: 33, Count: 1356, Result: 33
Begin: 33, Num: -33, Intermediate: 0, Count: 1356, Result: 0
Begin: 0, Num: -68, Intermediate: -68, Count: 1356, Result: 32
Begin: 32, Num: -388, Intermediate: -356, Count: 1360, Result: 44
Begin: 44, Num: -420, Intermediate: -376, Count: 1364, Result: 24
Begin: 24, Num: 76, Intermediate: 100, Count: 1365, Result: 0
Begin: 0, Num: -25, Intermediate: -25, Count: 1365, Result: 75
Begin: 75, Num: 325, Intermediate: 400, Count: 1369, Result: 0
Begin: 0, Num: 13, Intermediate: 13, Count: 1369, Result: 13
Begin: 13, Num: 14, Intermediate: 27, Count: 1369, Result: 27
Begin: 27, Num: 7, Intermediate: 34, Count: 1369, Result: 34
Begin: 34, Num: 166, Intermediate: 200, Count: 1371, Result: 0
Begin: 0, Num: -50, Intermediate: -50, Count: 1371, Result: 50
Begin: 50, Num: 24, Intermediate: 74, Count: 1371, Result: 74
Begin: 74, Num: 54, Intermediate: 128, Count: 1372, Result: 28
Begin: 28, Num: 72, Intermediate: 100, Count: 1373, Result: 0
Begin: 0, Num: -14, Intermediate: -14, Count: 1373, Result: 86
Begin: 86, Num: -179, Intermediate: -93, Count: 1374, Result: 7
Begin: 7, Num: 759, Intermediate: 766, Count: 1381, Result: 66
Begin: 66, Num: 634, Intermediate: 700, Count: 1388, Result: 0
Begin: 0, Num: 55, Intermediate: 55, Count: 1388, Result: 55
Begin: 55, Num: -89, Intermediate: -34, Count: 1389, Result: 66
Begin: 66, Num: 34, Intermediate: 100, Count: 1390, Result: 0
Begin: 0, Num: 61, Intermediate: 61, Count: 1390, Result: 61
Begin: 61, Num: 67, Intermediate: 128, Count: 1391, Result: 28
Begin: 28, Num: -8, Intermediate: 20, Count: 1391, Result: 20
Begin: 20, Num: 395, Intermediate: 415, Count: 1395, Result: 15
Begin: 15, Num: -10, Intermediate: 5, Count: 1395, Result: 5
Begin: 5, Num: 77, Intermediate: 82, Count: 1395, Result: 82
Begin: 82, Num: 18, Intermediate: 100, Count: 1396, Result: 0
Begin: 0, Num: -71, Intermediate: -71, Count: 1396, Result: 29
Begin: 29, Num: -596, Intermediate: -567, Count: 1402, Result: 33
Begin: 33, Num: -690, Intermediate: -657, Count: 1409, Result: 43
Begin: 43, Num: -78, Intermediate: -35, Count: 1410, Result: 65
Begin: 65, Num: -73, Intermediate: -8, Count: 1411, Result: 92
Begin: 92, Num: -93, Intermediate: -1, Count: 1412, Result: 99
Begin: 99, Num: -376, Intermediate: -277, Count: 1415, Result: 23
Begin: 23, Num: -59, Intermediate: -36, Count: 1416, Result: 64
Begin: 64, Num: -64, Intermediate: 0, Count: 1416, Result: 0
Begin: 0, Num: 382, Intermediate: 382, Count: 1419, Result: 82
Begin: 82, Num: -88, Intermediate: -6, Count: 1420, Result: 94
Begin: 94, Num: -33, Intermediate: 61, Count: 1420, Result: 61
Begin: 61, Num: 39, Intermediate: 100, Count: 1421, Result: 0
Begin: 0, Num: -43, Intermediate: -43, Count: 1421, Result: 57
Begin: 57, Num: -57, Intermediate: 0, Count: 1421, Result: 0
Begin: 0, Num: -28, Intermediate: -28, Count: 1421, Result: 72
Begin: 72, Num: -57, Intermediate: 15, Count: 1421, Result: 15
Begin: 15, Num: -52, Intermediate: -37, Count: 1422, Result: 63
Begin: 63, Num: 416, Intermediate: 479, Count: 1426, Result: 79
Begin: 79, Num: -65, Intermediate: 14, Count: 1426, Result: 14
Begin: 14, Num: -99, Intermediate: -85, Count: 1427, Result: 15
Begin: 15, Num: -62, Intermediate: -47, Count: 1428, Result: 53
Begin: 53, Num: 45, Intermediate: 98, Count: 1428, Result: 98
Begin: 98, Num: 41, Intermediate: 139, Count: 1429, Result: 39
Begin: 39, Num: -682, Intermediate: -643, Count: 1436, Result: 57
Begin: 57, Num: 43, Intermediate: 100, Count: 1437, Result: 0
Begin: 0, Num: -91, Intermediate: -91, Count: 1437, Result: 9
Begin: 9, Num: -98, Intermediate: -89, Count: 1438, Result: 11
Begin: 11, Num: 89, Intermediate: 100, Count: 1439, Result: 0
Begin: 0, Num: 75, Intermediate: 75, Count: 1439, Result: 75
Begin: 75, Num: 25, Intermediate: 100, Count: 1440, Result: 0
Begin: 0, Num: -79, Intermediate: -79, Count: 1440, Result: 21
Begin: 21, Num: 571, Intermediate: 592, Count: 1445, Result: 92
Begin: 92, Num: 8, Intermediate: 100, Count: 1446, Result: 0
Begin: 0, Num: -1, Intermediate: -1, Count: 1446, Result: 99
Begin: 99, Num: -99, Intermediate: 0, Count: 1446, Result: 0
Begin: 0, Num: -76, Intermediate: -76, Count: 1446, Result: 24
Begin: 24, Num: 76, Intermediate: 100, Count: 1447, Result: 0
Begin: 0, Num: 60, Intermediate: 60, Count: 1447, Result: 60
Begin: 60, Num: -10, Intermediate: 50, Count: 1447, Result: 50
Begin: 50, Num: -40, Intermediate: 10, Count: 1447, Result: 10
Begin: 10, Num: 82, Intermediate: 92, Count: 1447, Result: 92
Begin: 92, Num: -92, Intermediate: 0, Count: 1447, Result: 0
Begin: 0, Num: -21, Intermediate: -21, Count: 1447, Result: 79
Begin: 79, Num: -91, Intermediate: -12, Count: 1448, Result: 88
Begin: 88, Num: -88, Intermediate: 0, Count: 1448, Result: 0
Begin: 0, Num: -264, Intermediate: -264, Count: 1450, Result: 36
Begin: 36, Num: 58, Intermediate: 94, Count: 1450, Result: 94
Begin: 94, Num: 83, Intermediate: 177, Count: 1451, Result: 77
Begin: 77, Num: -779, Intermediate: -702, Count: 1459, Result: 98
Begin: 98, Num: 286, Intermediate: 384, Count: 1462, Result: 84
Begin: 84, Num: -15, Intermediate: 69, Count: 1462, Result: 69
Begin: 69, Num: -63, Intermediate: 6, Count: 1462, Result: 6
Begin: 6, Num: 53, Intermediate: 59, Count: 1462, Result: 59
Begin: 59, Num: 587, Intermediate: 646, Count: 1468, Result: 46
Begin: 46, Num: 66, Intermediate: 112, Count: 1469, Result: 12
Begin: 12, Num: 88, Intermediate: 100, Count: 1470, Result: 0
Begin: 0, Num: -15, Intermediate: -15, Count: 1470, Result: 85
Begin: 85, Num: 64, Intermediate: 149, Count: 1471, Result: 49
Begin: 49, Num: 35, Intermediate: 84, Count: 1471, Result: 84
Begin: 84, Num: -84, Intermediate: 0, Count: 1471, Result: 0
Begin: 0, Num: -59, Intermediate: -59, Count: 1471, Result: 41
Begin: 41, Num: 74, Intermediate: 115, Count: 1472, Result: 15
Begin: 15, Num: -33, Intermediate: -18, Count: 1473, Result: 82
Begin: 82, Num: 71, Intermediate: 153, Count: 1474, Result: 53
Begin: 53, Num: -953, Intermediate: -900, Count: 1484, Result: 0
Begin: 0, Num: -25, Intermediate: -25, Count: 1484, Result: 75
Begin: 75, Num: 7, Intermediate: 82, Count: 1484, Result: 82
Begin: 82, Num: -470, Intermediate: -388, Count: 1488, Result: 12
Begin: 12, Num: -112, Intermediate: -100, Count: 1490, Result: 0
Begin: 0, Num: 73, Intermediate: 73, Count: 1490, Result: 73
Begin: 73, Num: 8, Intermediate: 81, Count: 1490, Result: 81
Begin: 81, Num: 51, Intermediate: 132, Count: 1491, Result: 32
Begin: 32, Num: 10, Intermediate: 42, Count: 1491, Result: 42
Begin: 42, Num: -76, Intermediate: -34, Count: 1492, Result: 66
Begin: 66, Num: -56, Intermediate: 10, Count: 1492, Result: 10
Begin: 10, Num: -10, Intermediate: 0, Count: 1492, Result: 0
Begin: 0, Num: 788, Intermediate: 788, Count: 1499, Result: 88
Begin: 88, Num: -499, Intermediate: -411, Count: 1504, Result: 89
Begin: 89, Num: 80, Intermediate: 169, Count: 1505, Result: 69
Begin: 69, Num: 58, Intermediate: 127, Count: 1506, Result: 27
Begin: 27, Num: -327, Intermediate: -300, Count: 1510, Result: 0
Begin: 0, Num: 49, Intermediate: 49, Count: 1510, Result: 49
Begin: 49, Num: -49, Intermediate: 0, Count: 1510, Result: 0
Begin: 0, Num: 74, Intermediate: 74, Count: 1510, Result: 74
Begin: 74, Num: 74, Intermediate: 148, Count: 1511, Result: 48
Begin: 48, Num: -633, Intermediate: -585, Count: 1517, Result: 15
Begin: 15, Num: -15, Intermediate: 0, Count: 1517, Result: 0
Begin: 0, Num: 948, Intermediate: 948, Count: 1526, Result: 48
Begin: 48, Num: -48, Intermediate: 0, Count: 1526, Result: 0
Begin: 0, Num: -47, Intermediate: -47, Count: 1526, Result: 53
Begin: 53, Num: -153, Intermediate: -100, Count: 1528, Result: 0
Begin: 0, Num: -40, Intermediate: -40, Count: 1528, Result: 60
Begin: 60, Num: 3, Intermediate: 63, Count: 1528, Result: 63
Begin: 63, Num: -63, Intermediate: 0, Count: 1528, Result: 0
Begin: 0, Num: -86, Intermediate: -86, Count: 1528, Result: 14
Begin: 14, Num: -59, Intermediate: -45, Count: 1529, Result: 55
Begin: 55, Num: -95, Intermediate: -40, Count: 1530, Result: 60
Begin: 60, Num: 8, Intermediate: 68, Count: 1530, Result: 68
Begin: 68, Num: 36, Intermediate: 104, Count: 1531, Result: 4
Begin: 4, Num: -57, Intermediate: -53, Count: 1532, Result: 47
Begin: 47, Num: 98, Intermediate: 145, Count: 1533, Result: 45
Begin: 45, Num: 93, Intermediate: 138, Count: 1534, Result: 38
Begin: 38, Num: -17, Intermediate: 21, Count: 1534, Result: 21
Begin: 21, Num: 79, Intermediate: 100, Count: 1535, Result: 0
Begin: 0, Num: -96, Intermediate: -96, Count: 1535, Result: 4
Begin: 4, Num: 95, Intermediate: 99, Count: 1535, Result: 99
Begin: 99, Num: -99, Intermediate: 0, Count: 1535, Result: 0
Begin: 0, Num: -87, Intermediate: -87, Count: 1535, Result: 13
Begin: 13, Num: 687, Intermediate: 700, Count: 1542, Result: 0
Begin: 0, Num: -63, Intermediate: -63, Count: 1542, Result: 37
Begin: 37, Num: 63, Intermediate: 100, Count: 1543, Result: 0
Begin: 0, Num: -79, Intermediate: -79, Count: 1543, Result: 21
Begin: 21, Num: -21, Intermediate: 0, Count: 1543, Result: 0
Begin: 0, Num: 156, Intermediate: 156, Count: 1544, Result: 56
Begin: 56, Num: -31, Intermediate: 25, Count: 1544, Result: 25
Begin: 25, Num: -38, Intermediate: -13, Count: 1545, Result: 87
Begin: 87, Num: -826, Intermediate: -739, Count: 1553, Result: 61
Begin: 61, Num: -51, Intermediate: 10, Count: 1553, Result: 10
Begin: 10, Num: 75, Intermediate: 85, Count: 1553, Result: 85
Begin: 85, Num: 69, Intermediate: 154, Count: 1554, Result: 54
Begin: 54, Num: 95, Intermediate: 149, Count: 1555, Result: 49
Begin: 49, Num: -25, Intermediate: 24, Count: 1555, Result: 24
Begin: 24, Num: -24, Intermediate: 0, Count: 1555, Result: 0
Begin: 0, Num: 99, Intermediate: 99, Count: 1555, Result: 99
Begin: 99, Num: 12, Intermediate: 111, Count: 1556, Result: 11
Begin: 11, Num: 89, Intermediate: 100, Count: 1557, Result: 0
Begin: 0, Num: -5, Intermediate: -5, Count: 1557, Result: 95
Begin: 95, Num: -95, Intermediate: 0, Count: 1557, Result: 0
Begin: 0, Num: -59, Intermediate: -59, Count: 1557, Result: 41
Begin: 41, Num: 86, Intermediate: 127, Count: 1558, Result: 27
Begin: 27, Num: 44, Intermediate: 71, Count: 1558, Result: 71
Begin: 71, Num: 51, Intermediate: 122, Count: 1559, Result: 22
Begin: 22, Num: -3, Intermediate: 19, Count: 1559, Result: 19
Begin: 19, Num: -19, Intermediate: 0, Count: 1559, Result: 0
Begin: 0, Num: -687, Intermediate: -687, Count: 1565, Result: 13
Begin: 13, Num: 987, Intermediate: 1000, Count: 1575, Result: 0
Begin: 0, Num: -970, Intermediate: -970, Count: 1584, Result: 30
Begin: 30, Num: 92, Intermediate: 122, Count: 1585, Result: 22
Begin: 22, Num: -66, Intermediate: -44, Count: 1586, Result: 56
Begin: 56, Num: -56, Intermediate: 0, Count: 1586, Result: 0
Begin: 0, Num: 36, Intermediate: 36, Count: 1586, Result: 36
Begin: 36, Num: 32, Intermediate: 68, Count: 1586, Result: 68
Begin: 68, Num: -46, Intermediate: 22, Count: 1586, Result: 22
Begin: 22, Num: 64, Intermediate: 86, Count: 1586, Result: 86
Begin: 86, Num: -60, Intermediate: 26, Count: 1586, Result: 26
Begin: 26, Num: 74, Intermediate: 100, Count: 1587, Result: 0
Begin: 0, Num: 53, Intermediate: 53, Count: 1587, Result: 53
Begin: 53, Num: 22, Intermediate: 75, Count: 1587, Result: 75
Begin: 75, Num: 25, Intermediate: 100, Count: 1588, Result: 0
Begin: 0, Num: 3, Intermediate: 3, Count: 1588, Result: 3
Begin: 3, Num: 83, Intermediate: 86, Count: 1588, Result: 86
Begin: 86, Num: -86, Intermediate: 0, Count: 1588, Result: 0
Begin: 0, Num: 81, Intermediate: 81, Count: 1588, Result: 81
Begin: 81, Num: -65, Intermediate: 16, Count: 1588, Result: 16
Begin: 16, Num: -81, Intermediate: -65, Count: 1589, Result: 35
Begin: 35, Num: -33, Intermediate: 2, Count: 1589, Result: 2
Begin: 2, Num: -830, Intermediate: -828, Count: 1598, Result: 72
Begin: 72, Num: -829, Intermediate: -757, Count: 1606, Result: 43
Begin: 43, Num: 65, Intermediate: 108, Count: 1607, Result: 8
Begin: 8, Num: -36, Intermediate: -28, Count: 1608, Result: 72
Begin: 72, Num: -72, Intermediate: 0, Count: 1608, Result: 0
Begin: 0, Num: 4, Intermediate: 4, Count: 1608, Result: 4
Begin: 4, Num: -304, Intermediate: -300, Count: 1612, Result: 0
Begin: 0, Num: -71, Intermediate: -71, Count: 1612, Result: 29
Begin: 29, Num: 28, Intermediate: 57, Count: 1612, Result: 57
Begin: 57, Num: -395, Intermediate: -338, Count: 1616, Result: 62
Begin: 62, Num: 899, Intermediate: 961, Count: 1625, Result: 61
Begin: 61, Num: -296, Intermediate: -235, Count: 1628, Result: 65
Begin: 65, Num: 35, Intermediate: 100, Count: 1629, Result: 0
Begin: 0, Num: -70, Intermediate: -70, Count: 1629, Result: 30
Begin: 30, Num: -30, Intermediate: 0, Count: 1629, Result: 0
Begin: 0, Num: -24, Intermediate: -24, Count: 1629, Result: 76
Begin: 76, Num: -76, Intermediate: 0, Count: 1629, Result: 0
Begin: 0, Num: 33, Intermediate: 33, Count: 1629, Result: 33
Begin: 33, Num: -33, Intermediate: 0, Count: 1629, Result: 0
Begin: 0, Num: -411, Intermediate: -411, Count: 1633, Result: 89
Begin: 89, Num: 1, Intermediate: 90, Count: 1633, Result: 90
Begin: 90, Num: -79, Intermediate: 11, Count: 1633, Result: 11
Begin: 11, Num: 89, Intermediate: 100, Count: 1634, Result: 0
